"team_id","team_name","country","founded","national","logo","venue_id","venue_name","address","city","capacity","surface","image"
"2447","PSMS Medan","Indonesia","1930","False","https://media.api-sports.io/football/teams/2447.png","843","Stadion Teladan","Jalan Stadion Teldan","Medan","22234","grass","https://media.api-sports.io/football/venues/843.png"
"2454","Sriwijaya FC","Indonesia","1976","False","https://media.api-sports.io/football/teams/2454.png","844","Stadion Gelora Sriwijaya Jakabaring","Jalan Gubernur Hasan Bastari","Palembang","43103","grass","https://media.api-sports.io/football/venues/844.png"
"2455","Mitra Kukar","Indonesia","1979","False","https://media.api-sports.io/football/teams/2455.png","834","Stadion Aji Imbut","Jalan Mangkunegara","Tenggarong","35000","grass","https://media.api-sports.io/football/venues/834.png"
"2457","Persiba Balikpapan","Indonesia","1950","False","https://media.api-sports.io/football/teams/2457.png","3225","Stadion Batakan","Jalan Martapura","Balikpapan","40000","grass","https://media.api-sports.io/football/venues/3225.png"
"4227","BaBel United","Indonesia","2019","False","https://media.api-sports.io/football/teams/4227.png","","","","","","",""
"4228","Blitar United","Indonesia","2012","False","https://media.api-sports.io/football/teams/4228.png","","","","","","",""
"4229","Cilegon United","Indonesia","","False","https://media.api-sports.io/football/teams/4229.png","3226","Stadion Krakatau Steel","JL Kota Sari, No. 1, Komplek Krakatau Steel","Cilegon","15000","grass","https://media.api-sports.io/football/venues/3226.png"
"4230","Madura","Indonesia","","False","https://media.api-sports.io/football/teams/4230.png","3227","Stadion Semeru","Jalan Gajah Mada","Lumajang","5000","grass","https://media.api-sports.io/football/venues/3227.png"
"4231","Martapura","Indonesia","2009","False","https://media.api-sports.io/football/teams/4231.png","833","Stadion Demang Lehman","Jalan Indrasari","Martapura","10000","grass","https://media.api-sports.io/football/venues/833.png"
"4232","PSBS Biak Numfor","Indonesia","1968","False","https://media.api-sports.io/football/teams/4232.png","3228","Stadion Cendrawasih","Jalan Pramuka","Biak Numfor","15000","grass","https://media.api-sports.io/football/venues/3228.png"
"4233","PSCS Cilacap","Indonesia","","False","https://media.api-sports.io/football/teams/4233.png","3229","Stadion Wijayakusuma","Jalan Doktor Radjiman, Gumilir","Cilacap","10000","grass","https://media.api-sports.io/football/venues/3229.png"
"4234","PSGC Ciamis","Indonesia","1990","False","https://media.api-sports.io/football/teams/4234.png","3230","Stadion Galuh","","Ciamis","25000","grass","https://media.api-sports.io/football/venues/3230.png"
"4235","PSIM Yogyakarta","Indonesia","1929","False","https://media.api-sports.io/football/teams/4235.png","3231","Stadion Mandala Krida","Jalan Gayam","Yogyakarta","25000","grass","https://media.api-sports.io/football/venues/3231.png"
"4236","PSPS","Indonesia","","False","https://media.api-sports.io/football/teams/4236.png","20293","Stadion Utama Riau","Jalan Yos Sudarso","Pekanbaru","43923","grass","https://media.api-sports.io/football/venues/20293.png"
"4237","Persatu Tuban","Indonesia","1975","False","https://media.api-sports.io/football/teams/4237.png","3233","Loka Jaya Stadium","Perbon","Tuban","2000","grass","https://media.api-sports.io/football/venues/3233.png"
"4238","Perserang","Indonesia","","False","https://media.api-sports.io/football/teams/4238.png","3234","Stadion Maulana Yusuf","Sumurpecung","Serang, Banten","15000","grass","https://media.api-sports.io/football/venues/3234.png"
"4239","Persewar","Indonesia","","False","https://media.api-sports.io/football/teams/4239.png","3235","Stadion Gelora Waropen","","Waropen","12000","grass","https://media.api-sports.io/football/venues/3235.png"
"4240","Persibat Batang","Indonesia","","False","https://media.api-sports.io/football/teams/4240.png","3236","Stadion Mohammad Sarengat","Jalan Letjen Suprapto No 7","Kabupaten Batang, Jawa Tengah","15000","grass","https://media.api-sports.io/football/venues/3236.png"
"4241","Persik Kediri","Indonesia","1950","False","https://media.api-sports.io/football/teams/4241.png","3237","Stadion Brawijaya","Jalan Suprapto","Kediri","20000","grass","https://media.api-sports.io/football/venues/3237.png"
"4242","Persiraja Banda Aceh","Indonesia","","False","https://media.api-sports.io/football/teams/4242.png","11153","Stadion Harapan Bangsa","Jalan Stadion Haji Dhimurtala, Lampineung","Banda Aceh","45000","grass","https://media.api-sports.io/football/venues/11153.png"
"4243","Persis Solo","Indonesia","","False","https://media.api-sports.io/football/teams/4243.png","3239","Stadion Manahan","","Surakarta","35000","grass","https://media.api-sports.io/football/venues/3239.png"
"4244","Persita","Indonesia","1953","False","https://media.api-sports.io/football/teams/4244.png","3892","Stadion Utama Gelora Bung Karno","Jalan Stadion Senayan, Senayan","Jakarta","88083","grass","https://media.api-sports.io/football/venues/3892.png"
"4245","Sulut United","Indonesia","2017","False","https://media.api-sports.io/football/teams/4245.png","20294","Stadion Klabat","Jalan Stadion Klabat Selatan","Manado","10000","grass","https://media.api-sports.io/football/venues/20294.png"
