"team_id","team_name","country","founded","national","logo","venue_id","venue_name","address","city","capacity","surface","image"
"33","Manchester United","England","1878","False","https://media.api-sports.io/football/teams/33.png","556","Old Trafford","Sir Matt Busby Way","Manchester","76212","grass","https://media.api-sports.io/football/venues/556.png"
"34","Newcastle","England","1892","False","https://media.api-sports.io/football/teams/34.png","562","St. James' Park","St. James&apos; Street","Newcastle upon Tyne","52758","grass","https://media.api-sports.io/football/venues/562.png"
"36","Fulham","England","1879","False","https://media.api-sports.io/football/teams/36.png","535","Craven Cottage","Stevenage Road","London","25700","grass","https://media.api-sports.io/football/venues/535.png"
"39","Wolves","England","1877","False","https://media.api-sports.io/football/teams/39.png","600","Molineux Stadium","Waterloo Road","Wolverhampton, West Midlands","34624","grass","https://media.api-sports.io/football/venues/600.png"
"40","Liverpool","England","1892","False","https://media.api-sports.io/football/teams/40.png","550","Anfield","Anfield Road","Liverpool","55212","grass","https://media.api-sports.io/football/venues/550.png"
"42","Arsenal","England","1886","False","https://media.api-sports.io/football/teams/42.png","494","Emirates Stadium","Queensland Road","London","60383","grass","https://media.api-sports.io/football/venues/494.png"
"45","Everton","England","1878","False","https://media.api-sports.io/football/teams/45.png","8560","Goodison Park","Goodison Road","Liverpool","40569","grass","https://media.api-sports.io/football/venues/8560.png"
"47","Tottenham","England","1882","False","https://media.api-sports.io/football/teams/47.png","593","Tottenham Hotspur Stadium","Bill Nicholson Way, 748 High Road","London","62850","grass","https://media.api-sports.io/football/venues/593.png"
"49","Chelsea","England","1905","False","https://media.api-sports.io/football/teams/49.png","519","Stamford Bridge","Fulham Road","London","41841","grass","https://media.api-sports.io/football/venues/519.png"
"50","Manchester City","England","1880","False","https://media.api-sports.io/football/teams/50.png","555","Etihad Stadium","Rowsley Street","Manchester","55097","grass","https://media.api-sports.io/football/venues/555.png"
"60","West Brom","England","1878","False","https://media.api-sports.io/football/teams/60.png","597","The Hawthorns","Halfords Lane","West Bromwich","28003","grass","https://media.api-sports.io/football/venues/597.png"
"61","Wigan","England","1932","False","https://media.api-sports.io/football/teams/61.png","599","DW Stadium","Robin Park, Loire Drive","Wigan","25138","grass","https://media.api-sports.io/football/venues/599.png"
"66","Aston Villa","England","1874","False","https://media.api-sports.io/football/teams/66.png","495","Villa Park","Trinity Road","Birmingham","42788","grass","https://media.api-sports.io/football/venues/495.png"
"67","Blackburn","England","1875","False","https://media.api-sports.io/football/teams/67.png","500","Ewood Park","Nuttall Street","Blackburn, Lancashire","31367","grass","https://media.api-sports.io/football/venues/500.png"
"68","Bolton","England","1874","False","https://media.api-sports.io/football/teams/68.png","19923","Toughsheet Community Stadium","Burnden Way","Bolton","28723","grass","https://media.api-sports.io/football/venues/19923.png"
"71","Norwich","England","1902","False","https://media.api-sports.io/football/teams/71.png","565","Carrow Road","Carrow Road","Norwich, Norfolk","27606","grass","https://media.api-sports.io/football/venues/565.png"
"72","QPR","England","1885","False","https://media.api-sports.io/football/teams/72.png","20414","MATRADE Loftus Road","South Africa Road, Shepherd&apos;s Bush","London","18360","grass","https://media.api-sports.io/football/venues/20414.png"
"75","Stoke City","England","1868","False","https://media.api-sports.io/football/teams/75.png","588","bet365 Stadium","Stanley Matthews Way","Stoke-on-Trent, Staffordshire","30089","grass","https://media.api-sports.io/football/venues/588.png"
"76","Swansea","Wales","1912","False","https://media.api-sports.io/football/teams/76.png","12273","Swansea.com Stadium","Normandy Road","Swansea","21028","grass","https://media.api-sports.io/football/venues/12273.png"
"746","Sunderland","England","1879","False","https://media.api-sports.io/football/teams/746.png","589","Stadium of Light","Millenium Way","Sunderland","49000","grass","https://media.api-sports.io/football/venues/589.png"
