"team_id","team_name","country","founded","national","logo","venue_id","venue_name","address","city","capacity","surface","image"
"33","Manchester United","England","1878","False","https://media.api-sports.io/football/teams/33.png","556","Old Trafford","Sir Matt Busby Way","Manchester","76212","grass","https://media.api-sports.io/football/venues/556.png"
"34","Newcastle","England","1892","False","https://media.api-sports.io/football/teams/34.png","562","St. James' Park","St. James&apos; Street","Newcastle upon Tyne","52758","grass","https://media.api-sports.io/football/venues/562.png"
"35","Bournemouth","England","1899","False","https://media.api-sports.io/football/teams/35.png","504","Vitality Stadium","Dean Court, Kings Park","Bournemouth, Dorset","12000","grass","https://media.api-sports.io/football/venues/504.png"
"36","Fulham","England","1879","False","https://media.api-sports.io/football/teams/36.png","535","Craven Cottage","Stevenage Road","London","25700","grass","https://media.api-sports.io/football/venues/535.png"
"37","Huddersfield","England","1908","False","https://media.api-sports.io/football/teams/37.png","543","John Smith's Stadium","Stadium Way","Huddersfield, West Yorkshire","24554","grass","https://media.api-sports.io/football/venues/543.png"
"38","Watford","England","1881","False","https://media.api-sports.io/football/teams/38.png","596","Vicarage Road","Vicarage Road","Watford","22200","grass","https://media.api-sports.io/football/venues/596.png"
"39","Wolves","England","1877","False","https://media.api-sports.io/football/teams/39.png","600","Molineux Stadium","Waterloo Road","Wolverhampton, West Midlands","34624","grass","https://media.api-sports.io/football/venues/600.png"
"40","Liverpool","England","1892","False","https://media.api-sports.io/football/teams/40.png","550","Anfield","Anfield Road","Liverpool","55212","grass","https://media.api-sports.io/football/venues/550.png"
"41","Southampton","England","1885","False","https://media.api-sports.io/football/teams/41.png","585","St. Mary's Stadium","Britannia Road","Southampton, Hampshire","32689","grass","https://media.api-sports.io/football/venues/585.png"
"42","Arsenal","England","1886","False","https://media.api-sports.io/football/teams/42.png","494","Emirates Stadium","Queensland Road","London","60383","grass","https://media.api-sports.io/football/venues/494.png"
"43","Cardiff","Wales","1889","False","https://media.api-sports.io/football/teams/43.png","516","Cardiff City Stadium","Leckwith Road","Caerdydd","33280","grass","https://media.api-sports.io/football/venues/516.png"
"44","Burnley","England","1882","False","https://media.api-sports.io/football/teams/44.png","512","Turf Moor","Harry Potts Way","Burnley","22546","grass","https://media.api-sports.io/football/venues/512.png"
"45","Everton","England","1878","False","https://media.api-sports.io/football/teams/45.png","8560","Goodison Park","Goodison Road","Liverpool","40569","grass","https://media.api-sports.io/football/venues/8560.png"
"46","Leicester","England","1884","False","https://media.api-sports.io/football/teams/46.png","547","King Power Stadium","Filbert Way","Leicester, Leicestershire","34310","grass","https://media.api-sports.io/football/venues/547.png"
"47","Tottenham","England","1882","False","https://media.api-sports.io/football/teams/47.png","593","Tottenham Hotspur Stadium","Bill Nicholson Way, 748 High Road","London","62850","grass","https://media.api-sports.io/football/venues/593.png"
"48","West Ham","England","1895","False","https://media.api-sports.io/football/teams/48.png","598","London Stadium","Marshgate Lane, Stratford","London","62500","grass","https://media.api-sports.io/football/venues/598.png"
"49","Chelsea","England","1905","False","https://media.api-sports.io/football/teams/49.png","519","Stamford Bridge","Fulham Road","London","41841","grass","https://media.api-sports.io/football/venues/519.png"
"50","Manchester City","England","1880","False","https://media.api-sports.io/football/teams/50.png","555","Etihad Stadium","Rowsley Street","Manchester","55097","grass","https://media.api-sports.io/football/venues/555.png"
"51","Brighton","England","1901","False","https://media.api-sports.io/football/teams/51.png","508","The American Express Community Stadium","Village Way","Falmer, East Sussex","31872","grass","https://media.api-sports.io/football/venues/508.png"
"52","Crystal Palace","England","1905","False","https://media.api-sports.io/football/teams/52.png","525","Selhurst Park","Holmesdale Road","London","26309","grass","https://media.api-sports.io/football/venues/525.png"
