"team_id","team_name","country","founded","national","logo","venue_id","venue_name","address","city","capacity","surface","image"
"2447","PSMS Medan","Indonesia","1930","False","https://media.api-sports.io/football/teams/2447.png","843","Stadion Teladan","Jalan Stadion Teldan","Medan","22234","grass","https://media.api-sports.io/football/venues/843.png"
"2452","Perseru Serui","Indonesia","1970","False","https://media.api-sports.io/football/teams/2452.png","1815","Stadion Sumpah Pemuda","Jl. Sumpah Pemuda, Perumnas Way Halim, Way Halim","Bandar Lampung","15000","grass","https://media.api-sports.io/football/venues/1815.png"
"2454","Sriwijaya FC","Indonesia","1976","False","https://media.api-sports.io/football/teams/2454.png","844","Stadion Gelora Sriwijaya Jakabaring","Jalan Gubernur Hasan Bastari","Palembang","43103","grass","https://media.api-sports.io/football/venues/844.png"
"2455","Mitra Kukar","Indonesia","1979","False","https://media.api-sports.io/football/teams/2455.png","834","Stadion Aji Imbut","Jalan Mangkunegara","Tenggarong","35000","grass","https://media.api-sports.io/football/venues/834.png"
"2456","Semen Padang","Indonesia","1980","False","https://media.api-sports.io/football/teams/2456.png","2749","Stadion GOR Haji Agus Salim","","Padang","28000","grass","https://media.api-sports.io/football/venues/2749.png"
"2457","Persiba Balikpapan","Indonesia","1950","False","https://media.api-sports.io/football/teams/2457.png","3225","Stadion Batakan","Jalan Martapura","Balikpapan","40000","grass","https://media.api-sports.io/football/venues/3225.png"
"3881","Kalteng Putra","Indonesia","1970","False","https://media.api-sports.io/football/teams/3881.png","2750","Stadion Tuah Pahoe","","Palangkaraya","6800","grass","https://media.api-sports.io/football/venues/2750.png"
"4227","BaBel United","Indonesia","2019","False","https://media.api-sports.io/football/teams/4227.png","","","","","","",""
"4229","Cilegon United","Indonesia","","False","https://media.api-sports.io/football/teams/4229.png","3226","Stadion Krakatau Steel","JL Kota Sari, No. 1, Komplek Krakatau Steel","Cilegon","15000","grass","https://media.api-sports.io/football/venues/3226.png"
"4231","Martapura","Indonesia","2009","False","https://media.api-sports.io/football/teams/4231.png","833","Stadion Demang Lehman","Jalan Indrasari","Martapura","10000","grass","https://media.api-sports.io/football/venues/833.png"
"4232","PSBS Biak Numfor","Indonesia","1968","False","https://media.api-sports.io/football/teams/4232.png","3228","Stadion Cendrawasih","Jalan Pramuka","Biak Numfor","15000","grass","https://media.api-sports.io/football/venues/3228.png"
"4233","PSCS Cilacap","Indonesia","","False","https://media.api-sports.io/football/teams/4233.png","3229","Stadion Wijayakusuma","Jalan Doktor Radjiman, Gumilir","Cilacap","10000","grass","https://media.api-sports.io/football/venues/3229.png"
"4235","PSIM Yogyakarta","Indonesia","1929","False","https://media.api-sports.io/football/teams/4235.png","3231","Stadion Mandala Krida","Jalan Gayam","Yogyakarta","25000","grass","https://media.api-sports.io/football/venues/3231.png"
"4236","PSPS","Indonesia","","False","https://media.api-sports.io/football/teams/4236.png","20293","Stadion Utama Riau","Jalan Yos Sudarso","Pekanbaru","43923","grass","https://media.api-sports.io/football/venues/20293.png"
"4238","Perserang","Indonesia","","False","https://media.api-sports.io/football/teams/4238.png","3234","Stadion Maulana Yusuf","Sumurpecung","Serang, Banten","15000","grass","https://media.api-sports.io/football/venues/3234.png"
"4239","Persewar","Indonesia","","False","https://media.api-sports.io/football/teams/4239.png","3235","Stadion Gelora Waropen","","Waropen","12000","grass","https://media.api-sports.io/football/venues/3235.png"
"4243","Persis Solo","Indonesia","","False","https://media.api-sports.io/football/teams/4243.png","3239","Stadion Manahan","","Surakarta","35000","grass","https://media.api-sports.io/football/venues/3239.png"
"4245","Sulut United","Indonesia","2017","False","https://media.api-sports.io/football/teams/4245.png","20294","Stadion Klabat","Jalan Stadion Klabat Selatan","Manado","10000","grass","https://media.api-sports.io/football/venues/20294.png"
"11128","Abadi","Indonesia","","False","https://media.api-sports.io/football/teams/11128.png","","","","","","",""
"11129","PSKC Cimahi","Indonesia","","False","https://media.api-sports.io/football/teams/11129.png","7439","Stadion Wiradadaha Tasikmalaya","Jl. Lingkar Dadaha, Nagarawangi Cihideung","Tasikmalaya","3000","grass","https://media.api-sports.io/football/venues/7439.png"
"11130","Persekat","Indonesia","","False","https://media.api-sports.io/football/teams/11130.png","","","","","","",""
"11131","Persigo Semeru","Indonesia","","False","https://media.api-sports.io/football/teams/11131.png","7440","Stadion Merdeka","","Gorontalo","10000","grass","https://media.api-sports.io/football/venues/7440.png"
"11132","Persijap","Indonesia","1954","False","https://media.api-sports.io/football/teams/11132.png","7441","Stadion Gelora Bumi Kartini","","Jepara","20000","grass","https://media.api-sports.io/football/venues/7441.png"
"11133","Putra Sinar Giri","Indonesia","2014","False","https://media.api-sports.io/football/teams/11133.png","838","Stadion Patriot","Jalan Ahmad Yani","Bekasi","30000","grass","https://media.api-sports.io/football/venues/838.png"
