"team_id","team_name","country","founded","national","logo","venue_id","venue_name","address","city","capacity","surface","image"
"2438","Arema FC","Indonesia","1987","False","https://media.api-sports.io/football/teams/2438.png","7129","Stadion Kanjuruhan","Jalan Turen","Kepanjen","44912","grass","https://media.api-sports.io/football/venues/7129.png"
"2441","PSM Makassar","Indonesia","1915","False","https://media.api-sports.io/football/teams/2441.png","19787","Stadion Gelora B.J. Habibie","Jl. Stadion Gelora Mandiri","Lompoe","20000","grass","https://media.api-sports.io/football/venues/19787.png"
"2442","Pusamania Borneo","Indonesia","2014","False","https://media.api-sports.io/football/teams/2442.png","1818","Stadion Segiri","Jalan Kesuma Bangsa, Pusat","Samarinda","25000","grass","https://media.api-sports.io/football/venues/1818.png"
"2443","Bhayangkara FC","Indonesia","2016","False","https://media.api-sports.io/football/teams/2443.png","11152","PTIK Stadium","Jl. Tirtayasa No.6","South Jakarta City","3000","grass","https://media.api-sports.io/football/venues/11152.png"
"2444","Persepam Madura Utd","Indonesia","1986","False","https://media.api-sports.io/football/teams/2444.png","1876","Gelora Madura Ratu Pamelingan Stadium","Desa Ceguk, Kecamatan Tlanakan","Pamekasan","35000","grass","https://media.api-sports.io/football/venues/1876.png"
"2445","Persib Bandung","Indonesia","1933","False","https://media.api-sports.io/football/teams/2445.png","837","Stadion Si Jalak Harupat","","Soreang","40000","grass","https://media.api-sports.io/football/venues/837.png"
"2446","Persebaya Surabaya","Indonesia","1927","False","https://media.api-sports.io/football/teams/2446.png","835","Stadion Gelora Bung Tomo","Jalan Stadion Gelora Bung Tomo","Surabaya","55000","grass","https://media.api-sports.io/football/venues/835.png"
"2448","Bali United","Indonesia","1989","False","https://media.api-sports.io/football/teams/2448.png","840","Stadion Kapten I Wayan Dipta","Jalan Darma Giri","Gianyar","25312","grass","https://media.api-sports.io/football/venues/840.png"
"2449","PS TIRA","Indonesia","2015","False","https://media.api-sports.io/football/teams/2449.png","842","Stadion Pakansari Bogor","Jalan Kampung Cikempong No.22","Cibinong","31000","grass","https://media.api-sports.io/football/venues/842.png"
"2451","PSIS Semarang","Indonesia","1932","False","https://media.api-sports.io/football/teams/2451.png","19786","Stadion Jatidiri","Jalan Telaga Bodas","Semarang","25000","grass","https://media.api-sports.io/football/venues/19786.png"
"2453","Barito Putera","Indonesia","1988","False","https://media.api-sports.io/football/teams/2453.png","833","Stadion Demang Lehman","Jalan Indrasari","Martapura","10000","grass","https://media.api-sports.io/football/venues/833.png"
"3882","PSS Sleman","Indonesia","1976","False","https://media.api-sports.io/football/teams/3882.png","2751","Stadion Maguwoharjo","Maguwoharjo Village, Depok, Sleman","Yogyakarta","50000","grass","https://media.api-sports.io/football/venues/2751.png"
"4229","Cilegon United","Indonesia","","False","https://media.api-sports.io/football/teams/4229.png","3226","Stadion Krakatau Steel","JL Kota Sari, No. 1, Komplek Krakatau Steel","Cilegon","15000","grass","https://media.api-sports.io/football/venues/3226.png"
"4241","Persik Kediri","Indonesia","1950","False","https://media.api-sports.io/football/teams/4241.png","3237","Stadion Brawijaya","Jalan Suprapto","Kediri","20000","grass","https://media.api-sports.io/football/venues/3237.png"
"4243","Persis Solo","Indonesia","","False","https://media.api-sports.io/football/teams/4243.png","3239","Stadion Manahan","","Surakarta","35000","grass","https://media.api-sports.io/football/venues/3239.png"
"4244","Persita","Indonesia","1953","False","https://media.api-sports.io/football/teams/4244.png","3892","Stadion Utama Gelora Bung Karno","Jalan Stadion Senayan, Senayan","Jakarta","88083","grass","https://media.api-sports.io/football/venues/3892.png"
"10134","Persija","Indonesia","","False","https://media.api-sports.io/football/teams/10134.png","838","Stadion Patriot","Jalan Ahmad Yani","Bekasi","30000","grass","https://media.api-sports.io/football/venues/838.png"
"17902","Dewa United","Indonesia","","False","https://media.api-sports.io/football/teams/17902.png","","","","","","",""
